rownum,sno,CUI1,CUI2
4725,35,C1881358,C3793716
4726,36,C0209135,C2282204
4727,37,C1916188,C3618729
4728,38,C1080288,C1823051
4729,39,C1917908,C3815476
4730,40,C0317786,C3940101
4731,41,C1156049,C2620298
4732,42,C1278900,C3930213
4733,43,C1473006,C3383804
4734,44,C0260063,C2763350
4735,45,C0747498,C3031503
4736,46,C1834535,C3448070
4737,47,C1472755,C1868398
4738,48,C2436552,C3920113
4739,49,C2295207,C2393171
4740,50,C3427421,C3434509
4741,51,C1718780,C3392331
4742,52,C2274694,C3550600
4743,53,C1060219,C3992183
4744,54,C0940594,C1569158
4745,55,C2309628,C2759186
4746,56,C1561839,C3995948
4747,57,C3092266,C3558966
4748,58,C2269130,C2654057
4749,59,C2768147,C4043659
4750,60,C1818949,C2810825
4751,61,C2333765,C3118811
4752,62,C1012367,C3061686
4753,63,C2479181,C2611890
4754,64,C2000233,C3095555
4755,65,C1649426,C3048830
4756,66,C0996817,C3592998
4757,67,C1907256,C3065691
4758,68,C0802074,C2298775
4759,69,C1873070,C3562616
4760,0,C3034328,C3531267
4761,1,C1570449,C3402033
4762,2,C3122665,C3331717
4763,3,C2469020,C2485656
4764,4,C1930353,C2499270
4765,5,C3776691,C3949001
4766,6,C0084369,C1129419
4767,7,C2313169,C2342429
4768,8,C0995295,C2343628
4769,9,C1207623,C2432329
4770,10,C1667699,C3599069
4771,11,C0504503,C1308128
4772,12,C0189586,C0488490
4773,13,C2604526,C3048046
4774,14,C1474192,C2346852
4775,15,C1018175,C1874926
4776,16,C2979368,C3746898
4777,17,C0793294,C1086746
4778,18,C0206257,C1218637
4779,19,C2815991,C2931167
4780,20,C1761573,C2298553
4781,21,C0455892,C2613121
4782,22,C0754174,C3759921
4783,23,C1007961,C3384869
4784,24,C2635372,C3238857
4785,25,C2281228,C3972481
4786,26,C1538626,C1705674
4787,27,C2731239,C3543697
4788,28,C2451814,C3577733
4789,29,C3276379,C3905736
4790,30,C0797834,C1423368
4791,31,C1196739,C3018971
4792,32,C0719108,C1680232
4793,33,C1665435,C2822711
4794,34,C0552332,C3825665
4795,35,C0960915,C1120222
4796,36,C2686027,C2984209
4797,37,C1566795,C3097932
4798,38,C2382441,C3871847
4799,39,C1930291,C3995661
4800,40,C2780151,C3354627
4801,41,C0671393,C2354560
4802,42,C3378700,C3475955
4803,43,C0851886,C2499617
4804,44,C0039850,C3928163
4805,45,C0648440,C2990431
4806,46,C3413410,C3942726
4807,47,C0485987,C3899370
4808,48,C0708796,C4013176
4809,49,C1026408,C2543296
4810,50,C1571387,C2999576
4811,51,C3179586,C3374826
4812,52,C2560478,C3032860
4813,53,C1048520,C3159069
4814,54,C0363418,C2625903
4815,55,C0386175,C1149233
4816,56,C0300582,C3568001
4817,57,C0814129,C1199153
4818,58,C1860787,C2781067
4819,59,C0736512,C2336840
4820,60,C3409527,C3438938
4821,61,C0501936,C2949476
4822,62,C0679633,C3586677
4823,63,C0968321,C3779963
4824,64,C1207887,C3399688
4825,65,C0956284,C3953478
4826,66,C1665668,C2436246
4827,67,C2400101,C3558529
4828,68,C2575738,C2987163
4829,69,C1224620,C1867344
4830,0,C0033016,C1637222
4831,1,C1048065,C1705073
4832,2,C0997709,C1044813
4833,3,C1068430,C1233546
4834,4,C1927056,C3471013
4835,5,C0751071,C3858711
4836,6,C2726917,C3058199
4837,7,C0771339,C3641035
4838,8,C0651865,C2404158
4839,9,C2539017,C3843695
4840,10,C0792140,C3594088
4841,11,C1148455,C2496500
4842,12,C1924484,C3973474
4843,13,C3870812,C4020786
4844,14,C1188954,C2638732
4845,15,C2447849,C2809424
4846,16,C1742145,C3003221
4847,17,C2568749,C2980756
4848,18,C2476460,C2558797
4849,19,C0391577,C0821266
4850,20,C1884525,C2352989
4851,21,C1447086,C3072525
4852,22,C0678943,C1463234
4853,23,C1536419,C2637791
4854,24,C2574957,C3787348
4855,25,C2720169,C3389614
4856,26,C2685383,C3082005
4857,27,C0506263,C2309397
4858,28,C1943632,C3371818
4859,29,C2567476,C3610620
4860,30,C1538565,C3886102
4861,31,C0491280,C2418450
4862,32,C0596096,C0606656
4863,33,C1977010,C2762373
4864,34,C2508789,C3739504
4865,35,C0066835,C3572181
4866,36,C0085104,C1674745
4867,37,C0797305,C1578112
4868,38,C2329018,C3019521
4869,39,C1242014,C1719176
4870,40,C2269242,C3095152
4871,41,C0550762,C3778203
4872,42,C2453012,C2539603
4873,43,C1648435,C1871733
4874,44,C2927370,C3339519
4875,45,C1217214,C3716278
4876,46,C1677128,C2334631
4877,47,C1523465,C3792550
4878,48,C2308008,C3821339
4879,49,C2789994,C2974104
4880,50,C0056249,C2561999
4881,51,C2984609,C3848018
4882,52,C1644178,C2743607
4883,53,C0738720,C3412103
4884,54,C1004506,C3440667
4885,55,C0751837,C3353388
4886,56,C2572121,C3983322
4887,57,C3800404,C3895875
4888,58,C1384220,C3269544
4889,59,C1558327,C3169197
4890,60,C2509488,C3398040
4891,61,C0929098,C3001239
4892,62,C2346180,C3472032
4893,63,C2800587,C3739557
4894,64,C1502311,C2754258
4895,65,C1892298,C3116849
4896,66,C0014532,C0552565
4897,67,C1543324,C3721153
4898,68,C2278643,C2812256
4899,69,C0974692,C2829992
4900,0,C1147612,C2810686
4901,1,C0151243,C3577890
4902,2,C0723780,C0964518
4903,3,C1654942,C2503144
4904,4,C3053077,C3772778
4905,5,C1170367,C2691696
4906,6,C2651028,C3063906
4907,7,C0153113,C3502894
4908,8,C0679528,C1202504
4909,9,C1239858,C3240859
4910,10,C1904667,C1918041
4911,11,C1863314,C3809430
4912,12,C2981954,C3655706
4913,13,C0600417,C3367970
4914,14,C0929760,C1240333
4915,15,C3849136,C3996034
4916,16,C0109806,C3004129
4917,17,C1553876,C2270255
4918,18,C0001175,C3331163
4919,19,C0255058,C3775823
4920,20,C0043470,C3067523
4921,21,C0525732,C2529567
4922,22,C3004033,C3909356
4923,23,C1463786,C1489676
4924,24,C2689166,C3979062
4925,25,C3156522,C3371292
4926,26,C0245420,C0796968
4927,27,C0086238,C0940662
4928,28,C1832412,C2358384
4929,29,C3750664,C3914224
4930,30,C0977214,C2410254
4931,31,C3534394,C3593134
4932,32,C0057590,C4015637
4933,33,C0291883,C2288312
4934,34,C0931917,C2753761
4935,35,C0036183,C4017807
4936,36,C3655751,C3818153
4937,37,C1220667,C3821437
4938,38,C0483722,C1150449
4939,39,C0819230,C3121043
4940,40,C0230147,C1083085
4941,41,C2495054,C3010207
4942,42,C1057647,C2581960
4943,43,C2516036,C3447616
4944,44,C2809189,C3161408
4945,45,C0998880,C3076428
4946,46,C1491691,C3156060
4947,47,C1349325,C2533005
4948,48,C2924162,C3626319
4949,49,C0275795,C2387139
4950,50,C3482606,C3869779
4951,51,C1357717,C3605873
4952,52,C1556098,C3146752
4953,53,C1885459,C2670368
4954,54,C0637615,C3789542
4955,55,C3382545,C3445597
4956,56,C2657545,C3505816
4957,57,C0753686,C3087612
4958,58,C2259317,C3914332
4959,59,C3014785,C3933699
4960,60,C0864360,C3529581
4961,61,C3342590,C3770841
4962,62,C0799710,C1065623
4963,63,C0797707,C2921295
4964,64,C1158730,C3147641
4965,65,C1620041,C2300509
4966,66,C2480431,C2611585
4967,67,C0022253,C3259646
4968,68,C0079066,C3979177
4969,69,C0941146,C3372095
4970,0,C3769249,C3897419
4971,1,C1564024,C1936476
4972,2,C1168940,C1371044
4973,3,C0909744,C2457312
4974,4,C1840618,C3344501
4975,5,C1954629,C2476958
4976,6,C0826639,C2341622
4977,7,C0960124,C2566117
4978,8,C0946014,C1740172
4979,9,C3799683,C4025353
4980,10,C3004108,C3607452
4981,11,C1685524,C3594015
4982,12,C0190195,C3748428
4983,13,C2259059,C3551905
4984,14,C0985907,C1282722
4985,15,C2216396,C3931081
4986,16,C0640099,C1506436
4987,17,C3751012,C3774769
4988,18,C2359000,C3692504
4989,19,C2806839,C3720652
4990,20,C1258914,C3088073
4991,21,C2793417,C2991063
4992,22,C1928459,C3927883
4993,23,C1044897,C2706686
4994,24,C1314827,C2463380
4995,25,C0319239,C3736147
4996,26,C1675819,C3980715
4997,27,C1873735,C2602393
4998,28,C1123881,C3622216
4999,29,C1437141,C1510845
5000,30,C1094154,C1360947
5001,31,C0914039,C2687896
5002,32,C1221851,C1524463
5003,33,C0223271,C1971392
5004,34,C1541375,C1850726
5005,35,C2329794,C3611795
5006,36,C0550540,C3241224
5007,37,C0346057,C3049683
5008,38,C0865018,C3388859
5009,39,C3038075,C3316232
5010,40,C0005957,C3990555
5011,41,C0493134,C3565695
5012,42,C3045808,C3992277
5013,43,C2617646,C3165661
5014,44,C0591517,C1846806
5015,45,C1433461,C3628382
5016,46,C2696867,C3997793
5017,47,C2610833,C2771283
5018,48,C0439909,C3588389
5019,49,C1026430,C3492126
5020,50,C1082359,C2324936
5021,51,C0949951,C1721455
5022,52,C1523780,C3418152
5023,53,C0950562,C3842664
5024,54,C3391756,C3437995
5025,55,C1232183,C3482571
5026,56,C0964841,C3180523
5027,57,C0830117,C0959560
5028,58,C0687990,C2803069
5029,59,C2686832,C3369426
5030,60,C0682015,C3170805
5031,61,C3012202,C4042651
5032,62,C0483773,C1076485
5033,63,C2788492,C3567827
5034,64,C1329393,C3715229
5035,65,C1525768,C2566595
5036,66,C0633073,C3809120
5037,67,C1913921,C3530475
5038,68,C3309192,C3444559
5039,69,C3004091,C3113407
5040,0,C0632965,C0822915
5041,1,C3489675,C3936136
5042,2,C2703989,C3812897
5043,3,C2714784,C3151739
5044,4,C1623297,C3488870
5045,5,C0607084,C0890909
5046,6,C1167376,C2826819
5047,7,C0722482,C2998904
5048,8,C1496635,C3390494
5049,9,C0365824,C0486376
5050,10,C1045208,C3916773
5051,11,C3846306,C3915976
5052,12,C2612593,C2933765
5053,13,C0058954,C0221219
5054,14,C3075406,C3842184
5055,15,C0663775,C1288616
5056,16,C1004333,C2239340
5057,17,C2626107,C3914475
5058,18,C1685612,C4034955
5059,19,C1313874,C2823381
5060,20,C0793069,C1424579
5061,21,C3118996,C3716594
5062,22,C0087129,C2973314
5063,23,C2446543,C3493619
5064,24,C1901038,C3126433
5065,25,C3210325,C3714832
5066,26,C3591967,C3975683
5067,27,C0045263,C3561054
5068,28,C1218283,C3734021
5069,29,C0013668,C2629242
5070,30,C0183093,C3280083
5071,31,C0492443,C1667495
5072,32,C0955725,C1765328
5073,33,C2307150,C3896973
5074,34,C3330104,C3335310
5075,35,C3012653,C3981295
5076,36,C0678291,C3388808
5077,37,C0133668,C1130899
5078,38,C2436888,C3351505
5079,39,C2988365,C3446777
5080,40,C1884217,C1966575
5081,41,C0152156,C3579326
5082,42,C1942706,C2760468
5083,43,C1124937,C2964023
5084,44,C0934398,C1585831
5085,45,C0833140,C3608824
5086,46,C0255118,C3206240
5087,47,C1554247,C3742110
5088,48,C0771002,C3994033
5089,49,C0534430,C0567343
5090,50,C0967529,C1259964
5091,51,C1097914,C2810053
5092,52,C0734382,C1082545
5093,53,C0659031,C4034379
5094,54,C1850736,C3158910
5095,55,C0998732,C3990721
5096,56,C1026618,C2951896
5097,57,C2405800,C3784358
5098,58,C1884148,C3274689
5099,59,C2637981,C3030502
5100,60,C3428765,C3947453
5101,61,C1324552,C2304269
5102,62,C0803493,C1644893
5103,63,C0622175,C3416067
5104,64,C0622091,C3568337
5105,65,C0697568,C3127809
5106,66,C1453478,C2539155
5107,67,C1075793,C3529907
5108,68,C0814825,C3333892
5109,69,C3083198,C3529708
5110,0,C3385480,C3486898
5111,1,C1448049,C1915552
5112,2,C1899666,C3219581
5113,3,C1617823,C1921289
5114,4,C1518506,C2548299
5115,5,C2668879,C3234339
5116,6,C3816253,C4043493
5117,7,C3122014,C3655898
5118,8,C1233681,C3726859
5119,9,C3161257,C3316913
5120,10,C1424225,C2648197
5121,11,C1449610,C3792053
5122,12,C0506888,C2435120
5123,13,C3781814,C3903914
5124,14,C0762280,C2302176
5125,15,C0943563,C1452333
5126,16,C0011305,C3239123
5127,17,C0927087,C1451126
5128,18,C1962238,C2394063
5129,19,C1009255,C3093089
5130,20,C0448488,C3028547
5131,21,C2648892,C2706670
5132,22,C0207699,C1259355
5133,23,C1565414,C3785641
5134,24,C0928151,C3609554
5135,25,C0389695,C2494183
5136,26,C0636632,C3001130
5137,27,C2795553,C3624172
5138,28,C1235440,C3094922
5139,29,C0321456,C3550001
5140,30,C0591425,C2456792
5141,31,C1899881,C1901757
5142,32,C2353732,C3178560
5143,33,C3614633,C3980559
5144,34,C1019721,C2516506
5145,35,C1849599,C2927939
5146,36,C0276908,C3970634
5147,37,C2430970,C3058866
5148,38,C2474671,C3774450
5149,39,C2640628,C3057055
5150,40,C0229130,C3738598
5151,41,C3052015,C3765983
5152,42,C1232234,C1624191
5153,43,C1940072,C3150355
5154,44,C3032372,C3413733
5155,45,C2311498,C2514445
5156,46,C2521797,C4022715
5157,47,C1524898,C1597587
5158,48,C0778576,C2616348
5159,49,C0910495,C1544435
5160,50,C1655794,C1849752
5161,51,C0739155,C1328938
5162,52,C1503379,C3065007
5163,53,C2962122,C3224141
5164,54,C3660696,C3769682
5165,55,C2673340,C3959643
5166,56,C2283518,C3163373
5167,57,C0097773,C0264212
5168,58,C0159571,C0836449
5169,59,C0500735,C3322326
5170,60,C1101781,C3844176
5171,61,C2650346,C3735599
5172,62,C0106760,C0981429
5173,63,C0493506,C1436507
5174,64,C3489209,C3985988
5175,65,C2539481,C3067940
5176,66,C0370152,C1434075
5177,67,C2788743,C3613246
5178,68,C1080554,C1116222
5179,69,C3722847,C4008067
5180,0,C1561025,C3236841
5181,1,C1314639,C2649312
5182,2,C1031321,C1078221
5183,3,C3173544,C3765875
5184,4,C0250976,C3394202
5185,5,C2288820,C3789059
5186,6,C1091058,C2613235
5187,7,C0750809,C1718955
5188,8,C2478254,C3978367
5189,9,C3229759,C3260839
5190,10,C0385178,C3101867
5191,11,C0600547,C3966280
5192,12,C0893282,C3124037
5193,13,C3331938,C3729582
5194,14,C0951894,C2829291
5195,15,C1339588,C2556753
5196,16,C0161062,C1371773
5197,17,C2240560,C3531676
5198,18,C1259346,C4002337
5199,19,C0994656,C3094293
5200,20,C1305386,C3258625
5201,21,C0678680,C0818093
5202,22,C2183709,C2964010
5203,23,C1497274,C2770348
5204,24,C3352697,C3934655
5205,25,C3065836,C3608283
5206,26,C1370376,C2487302
5207,27,C1099359,C3974450
5208,28,C2926434,C3343403
5209,29,C0139709,C2734136
5210,30,C3000796,C3736946
5211,31,C0034559,C2309548
5212,32,C1488335,C2454090
5213,33,C1985265,C3575907
5214,34,C2691740,C3027963
5215,35,C1180614,C1919282
5216,36,C2002509,C2501514
5217,37,C1218074,C2692939
5218,38,C0710510,C1865336
5219,39,C0591631,C0796495
5220,40,C0267047,C1187028
5221,41,C0450448,C1932877
5222,42,C2239574,C3166283
5223,43,C2370198,C3750971
5224,44,C3185534,C3441402
5225,45,C0458552,C0928581
5226,46,C2757037,C3942158
5227,47,C0931969,C2745108
5228,48,C3044321,C3632036
5229,49,C1874678,C3475818
5230,50,C0661415,C3613119
5231,51,C0788926,C2999870
5232,52,C0929145,C3698898
5233,53,C1466913,C3360814
5234,54,C2561202,C3978507
5235,55,C1906995,C3849983
5236,56,C0696674,C1941296
5237,57,C0057266,C3823702
5238,58,C0681552,C1332777
5239,59,C3146586,C3585435
5240,60,C2002768,C3107079
5241,61,C1184688,C2998142
5242,62,C1349982,C3156084
5243,63,C0293405,C3719422
5244,64,C3419900,C3911899
5245,65,C1227344,C1969334
5246,66,C0486214,C2650380
5247,67,C1541361,C3336318
5248,68,C1055062,C3692517
5249,69,C1529293,C3594205
5250,0,C0617763,C2525015
5251,1,C0073712,C3623280
5252,2,C0970609,C2982829
5253,3,C0366215,C3007635
5254,4,C0503074,C3901641
5255,5,C2976214,C3928642
5256,6,C1222339,C1633872
5257,7,C3493977,C3774552
5258,8,C1414895,C3039493
5259,9,C0680317,C3058219
5260,10,C1856970,C3409115
5261,11,C2406345,C3812569
5262,12,C0176159,C3975991
5263,13,C1886898,C1964024
5264,14,C2945370,C3729904
5265,15,C1460963,C3853934
5266,16,C2673093,C2773590
5267,17,C1711552,C2326966
5268,18,C1358316,C3089093
5269,19,C0819273,C3653695
5270,20,C3536002,C3823581
5271,21,C1079420,C3034397
5272,22,C1198687,C3800725
5273,23,C1081406,C1307546
5274,24,C2942964,C3556918
5275,25,C0774677,C3817926
5276,26,C2329664,C2577165
5277,27,C2723131,C3622291
5278,28,C1826857,C4002330
5279,29,C0391890,C3934442
5280,30,C0272157,C0350574
5281,31,C2281639,C2943458
5282,32,C2749205,C3755024
5283,33,C0424829,C3761935
5284,34,C0064726,C3611812
5285,35,C2720191,C3612830
5286,36,C2369269,C3905333
5287,37,C3447382,C4037426
5288,38,C2360615,C2581143
5289,39,C2344654,C3943882
5290,40,C1689510,C3439069
5291,41,C1307319,C3502079
5292,42,C3246328,C3292045
5293,43,C1476835,C2558269
5294,44,C1563976,C3832091
5295,45,C1078430,C3215805
5296,46,C0920516,C3367626
5297,47,C2530387,C3774105
5298,48,C2425625,C3148828
5299,49,C1450166,C3135117
5300,50,C2417481,C2771302
5301,51,C1500952,C2744599
5302,52,C2411434,C3362538
5303,53,C0822215,C3852682
5304,54,C3049773,C3090872
5305,55,C0260471,C2660951
5306,56,C1933727,C3952963
5307,57,C1441598,C2566222
5308,58,C1687790,C2379206
5309,59,C0427423,C1176319
5310,60,C0113704,C1246373
5311,61,C0450278,C2299102
5312,62,C1231710,C2753286
5313,63,C1308591,C2283852
5314,64,C0818608,C2708884
5315,65,C0930508,C3610553
5316,66,C1196494,C3719874
5317,67,C1551982,C3804327
5318,68,C1068768,C2493788
5319,69,C1946861,C2672789
5320,0,C0803513,C1524556
5321,1,C2530838,C3737571
5322,2,C0620766,C1334530
5323,3,C1028351,C1134317
5324,4,C3044042,C3578857
5325,5,C1980937,C2298763
5326,6,C1222022,C3912855
5327,7,C1092979,C3902666
5328,8,C0953697,C2536400
5329,9,C2931036,C3745914
5330,10,C2017869,C3932417
5331,11,C1614447,C3082462
5332,12,C3433302,C3940932
5333,13,C1058490,C2996759
5334,14,C2434402,C2506902
5335,15,C2807334,C3955555
5336,16,C0048687,C1496687
5337,17,C0306605,C1057523
5338,18,C0822625,C2275919
5339,19,C3104754,C4038301
5340,20,C1494792,C4005351
5341,21,C2503798,C2734754
5342,22,C2934709,C3103699
5343,23,C1245386,C3781021
5344,24,C0147753,C0668452
5345,25,C0124012,C1893754
5346,26,C0532751,C0968307
5347,27,C0233417,C2762544
5348,28,C2556863,C3549961
5349,29,C1331126,C2793348
5350,30,C1151457,C2413822
5351,31,C3619423,C3639236
5352,32,C0395018,C2634560
5353,33,C1014285,C3698812
5354,34,C2934601,C3177416
5355,35,C1520876,C1718711
5356,36,C0074634,C3246990
5357,37,C0227479,C1513432
5358,38,C0719294,C1323339
5359,39,C1252190,C2570373
5360,40,C1486790,C3753697
5361,41,C0926802,C1638560
5362,42,C0816812,C1113932
5363,43,C1418160,C1938781
5364,44,C0491941,C2458231
5365,45,C1518305,C3116823
5366,46,C0677539,C1737960
5367,47,C1448576,C2785102
5368,48,C1714897,C2994015
5369,49,C3668552,C3894570
5370,50,C0940730,C1833442
5371,51,C1663516,C2807107
5372,52,C0606592,C2924212
5373,53,C0802204,C2123622
5374,54,C2532262,C3094488
5375,55,C0062816,C1427080
5376,56,C1087690,C3978811
5377,57,C1441964,C2433557
5378,58,C0369128,C3817582
5379,59,C1944331,C3784726
5380,60,C1149247,C3124497
5381,61,C2476211,C3246097
5382,62,C2647105,C3173238
5383,63,C1333046,C2002808
5384,64,C2808793,C3972825
5385,65,C1099095,C3777946
5386,66,C0926433,C3578156
5387,67,C0782867,C2598473
5388,68,C3562118,C4005211
5389,69,C2072580,C2422282
5390,0,C1017405,C2739397
5391,1,C0246417,C1599766
5392,2,C3615723,C4000177
5393,3,C2354415,C2454065
5394,4,C0708679,C2644256
5395,5,C0317866,C2797246
5396,6,C1568221,C3814645
5397,7,C1182231,C1514551
5398,8,C3747206,C3994761
5399,9,C2408569,C2724085
5400,10,C1199593,C3208221
5401,11,C0704995,C1202616
5402,12,C1900910,C3347110
5403,13,C0981416,C2557382
5404,14,C3566305,C3719325
5405,15,C1358682,C3131003
5406,16,C2285792,C2752812
5407,17,C1154572,C2678587
5408,18,C1948173,C2484076
5409,19,C0921998,C1938889
5410,20,C0134569,C3614996
5411,21,C0373705,C2571569
5412,22,C1131810,C1557227
5413,23,C1126776,C2759059
5414,24,C0391710,C3134855
5415,25,C1280548,C3491773
5416,26,C0629644,C3542900
5417,27,C0255356,C1955989
5418,28,C3724576,C3806052
5419,29,C3222383,C3922557
5420,30,C1568337,C2625718
5421,31,C1003951,C2536063
5422,32,C0361708,C1749870
5423,33,C1335497,C3892645
5424,34,C0953140,C2298091
5425,35,C0888401,C2568399
5426,36,C0081523,C2921116
5427,37,C2784714,C2990501
5428,38,C0984501,C3049539
5429,39,C2970675,C3600138
5430,40,C2482070,C3054057
5431,41,C1129641,C3900205
5432,42,C1496308,C3569987
5433,43,C0823660,C2490607
5434,44,C2558424,C3362186
5435,45,C3641273,C3938615
5436,46,C0802499,C3842496
5437,47,C3176279,C3433713
5438,48,C0261611,C1897427
5439,49,C1826040,C3083626
5440,50,C1081299,C2784021
5441,51,C3130420,C3605397
5442,52,C2277028,C3903961
5443,53,C1324100,C1576085
5444,54,C1160524,C3781313
5445,55,C1034156,C2741586
5446,56,C3869587,C4036647
5447,57,C0670371,C1066938
5448,58,C1941116,C3618275
5449,59,C1192644,C2789366
5450,60,C2556619,C2578085
5451,61,C0330422,C3584658
5452,62,C0924718,C3059586
5453,63,C1212433,C3262388
5454,64,C2827720,C3425306
5455,65,C1883535,C2475688
5456,66,C0176775,C1552850
5457,67,C2267532,C2765816
5458,68,C2520312,C2813197
5459,69,C2471684,C2551814
5460,0,C3794557,C3809384
5461,1,C1549539,C3014927
5462,2,C0070055,C3946924
5463,3,C1519413,C3801414
5464,4,C3534025,C3993803
5465,5,C1472036,C1567026
5466,6,C1007394,C2385668
5467,7,C0828068,C0998493
5468,8,C3331862,C3641216
5469,9,C0999211,C2572689
5470,10,C1484124,C1664316
5471,11,C0049720,C1815626
5472,12,C2480485,C3951032
5473,13,C2740617,C3737640
5474,14,C1815731,C2634802
5475,15,C3627777,C3722866
5476,16,C2549991,C3844750
5477,17,C1689969,C2515654
5478,18,C2422641,C2650184
5479,19,C1895954,C3207711
5480,20,C1828017,C2570082
5481,21,C0828432,C2369124
5482,22,C1722528,C2958941
5483,23,C0250040,C3632750
5484,24,C0212728,C3077330
5485,25,C0550584,C3010407
5486,26,C2296210,C3792971
5487,27,C3317125,C3368141
5488,28,C3222225,C3902235
5489,29,C2771121,C3053938
5490,30,C2996859,C3050071
5491,31,C1522700,C3818491
5492,32,C1080390,C2335153
5493,33,C2701863,C3935688
5494,34,C0881839,C2666123
5495,35,C0337781,C0891487
5496,36,C0151311,C3726746
5497,37,C3436680,C3594424
5498,38,C1325724,C3941483
5499,39,C2449002,C3635897
5500,40,C1046652,C2784284
5501,41,C2787121,C3085913
5502,42,C0375576,C3815308
5503,43,C1482764,C2410537
5504,44,C3015533,C3976255
5505,45,C2710318,C3884789
5506,46,C2324511,C3581133
5507,47,C1059359,C1481095
5508,48,C0359665,C2462728
5509,49,C2806123,C2806416
5510,50,C1015571,C3824513
5511,51,C2659483,C3538381
5512,52,C1251673,C3190151
5513,53,C0260286,C2627357
5514,54,C0708705,C2550418
5515,55,C1862552,C3957763
5516,56,C1198328,C3359081
5517,57,C0982259,C2580119
5518,58,C3144157,C3722901
5519,59,C1143345,C3870663
5520,60,C0373300,C3329249
5521,61,C2793503,C2932452
5522,62,C2412201,C3578238
5523,63,C3389200,C3530347
5524,64,C1054293,C2769777
5525,65,C0079368,C3390789
5526,66,C0062855,C3869685
5527,67,C2397381,C3438416
5528,68,C1123218,C3759091
5529,69,C1305488,C1669544
5530,0,C0306039,C3950720
5531,1,C3238958,C3394129
5532,2,C0803189,C2425046
5533,3,C0971966,C3014926
5534,4,C0326452,C1469029
5535,5,C0385588,C0755337
5536,6,C1082037,C3277484
5537,7,C0333549,C3037338
5538,8,C0177621,C3923830
5539,9,C1708183,C3552450
5540,10,C2292175,C3547577
5541,11,C0384404,C0608928
5542,12,C0914673,C3959400
5543,13,C2326408,C3021944
5544,14,C1541203,C2492111
5545,15,C2654579,C3120058
5546,16,C0481173,C0877549
5547,17,C0891921,C1174452
5548,18,C2974767,C3577023
5549,19,C2559409,C2940225
5550,20,C2273894,C3695838
5551,21,C2484935,C3907363
5552,22,C0755897,C0802713
5553,23,C0880357,C2292392
5554,24,C1474091,C3010607
5555,25,C0323129,C1037780
5556,26,C0225787,C3794509
5557,27,C3628634,C3989901
5558,28,C1471742,C3840628
5559,29,C1093080,C3215854
5560,30,C2145661,C3444696
5561,31,C0534522,C1069800
5562,32,C1439420,C1543126
5563,33,C1063203,C3782995
5564,34,C0265143,C3947800
5565,35,C0609042,C3971083
5566,36,C2349480,C3886174
5567,37,C2427036,C3814763
5568,38,C1702320,C2385014
5569,39,C1081978,C1257840
5570,40,C0330500,C3447709
5571,41,C1556020,C3627640
5572,42,C1548523,C1552134
5573,43,C1640068,C3024208
5574,44,C3119846,C3147613
5575,45,C1682580,C3590681
5576,46,C0388145,C3415283
5577,47,C2926406,C3025670
5578,48,C1692318,C3181368
5579,49,C1922910,C3256779
5580,50,C0691132,C3620375
5581,51,C1481136,C3206442
5582,52,C0231627,C0957611
5583,53,C1553756,C2536984
5584,54,C1689206,C3442655
5585,55,C0008813,C2334325
5586,56,C0935320,C3210844
5587,57,C3090081,C3798731
5588,58,C0771824,C2806508
5589,59,C1496090,C1685883
5590,60,C0889927,C2633366
5591,61,C1325568,C3983662
5592,62,C3033933,C3632078
5593,63,C2454963,C4018887
5594,64,C0206997,C3092149
5595,65,C0048698,C3361151
5596,66,C0073177,C3018619
5597,67,C0243031,C2457979
5598,68,C0661232,C3543527
5599,69,C3069225,C4042614
5600,0,C0635092,C2360683
5601,1,C0829421,C3280699
5602,2,C0326879,C1179500
5603,3,C0536147,C3385266
5604,4,C0628554,C3661428
5605,5,C2734455,C3603313
5606,6,C2561026,C3081887
5607,7,C3038921,C3610330
5608,8,C0283338,C1079298
5609,9,C3216756,C3721903
5610,10,C1741369,C2633110
5611,11,C1039765,C1160708
5612,12,C0662860,C2734597
5613,13,C0601824,C2377331
5614,14,C3831093,C3846202
5615,15,C3095941,C3817630
5616,16,C1487329,C3096371
5617,17,C1623844,C2391090
5618,18,C0687133,C1939371
5619,19,C0373287,C4017665
5620,20,C1160769,C3297921
5621,21,C0815227,C2715281
5622,22,C1845110,C1990185
5623,23,C0827849,C1467420
5624,24,C0711832,C3965783
5625,25,C2775978,C3598348
5626,26,C0009279,C0321344
5627,27,C0708591,C1012614
5628,28,C0061609,C0290606
5629,29,C2580737,C2994240
5630,30,C3100947,C3660805
5631,31,C0482824,C1327775
5632,32,C3006017,C3378637
5633,33,C0116278,C0888211
5634,34,C0227850,C1942219
5635,35,C0806970,C2761851
5636,36,C0965060,C2291144
5637,37,C2003189,C3433800
5638,38,C1313149,C3718062
5639,39,C2275553,C3743665
5640,40,C0892463,C3036975
5641,41,C0499964,C3446335
5642,42,C1503362,C3086612
5643,43,C0062028,C3819010
5644,44,C3020663,C3891106
5645,45,C2489909,C3891516
5646,46,C0241102,C1201324
5647,47,C1908257,C3528818
5648,48,C1455751,C3246499
5649,49,C1884291,C2457705
5650,50,C0635703,C2328521
5651,51,C2780242,C2820713
5652,52,C1174427,C2580733
5653,53,C3050603,C3080341
5654,54,C3086268,C3631695
5655,55,C2615602,C3094961
5656,56,C1830052,C2689271
